          0         1         2         3         4         5         6         7         8         9         10        11        12        13        14        15        16        17        18        19        20        21        22        23        24        25        26        27        28        29        30        31        32        33        34        35        36        37        38        39        40        41        42        43        44        45        46        47        48        49        50        51        52        53        54        55        56        57        58        59        60        61        62        63        64        65        66        67        68        69        70
10  0.423173  0.395746  0.423778  0.487962  0.534436  0.349794  0.509788  0.568207  0.449197  0.499368  1.000000  0.430189  0.418000  0.415380 -0.011856 -0.015023 -0.074200 -0.003276  0.094659  0.006478 -0.025801  0.048026 -0.044540 -0.083980 -0.131816  0.033305  0.022912 -0.023092 -0.020552 -0.095957 -0.009760  0.049648 -0.008727 -0.046835  0.031311 -0.053911 -0.110081 -0.190902 -0.000376  0.012271  0.189866  0.295491  0.256864  0.294191  0.355575  0.276310  0.250895  0.248955  0.260381  0.294171  0.287805  0.457438  0.229543  0.307794  0.077892  0.233089  0.223426  0.216687  0.176539  0.153172  0.239823  0.161686  0.179970  0.237547  0.168035  0.158091  0.173654  0.257157  0.705160  0.489465  0.290289
11  0.564971  0.480538  0.574500  0.429930  0.384918  0.472135  0.401779  0.400068  0.483497  0.583860  0.430189  1.000000  0.643644  0.440060  0.077414  0.003230  0.010699  0.001463  0.147738  0.154515  0.025974  0.087725  0.020888  0.062050  0.038059  0.134201  0.090800  0.062550 -0.003487 -0.018950 -0.004248  0.115829  0.134494  0.009399  0.076042  0.010807  0.031376  0.011717  0.056333  0.074480  0.228225  0.233749  0.172041  0.255952  0.144124  0.079210  0.186702  0.080369  0.062793  0.194958  0.203504  0.149106  0.322978  0.209227  0.032644  0.067865  0.085794  0.086654  0.016448  0.022689  0.101025  0.040559  0.033587  0.094180  0.059088  0.034375  0.089895  0.103562  0.742721  0.311025  0.099417
12  0.566312  0.468996  0.569427  0.436285  0.400872  0.470621  0.405947  0.409361  0.477987  0.571981  0.418000  0.643644  1.000000  0.487027  0.069718  0.012049  0.010545 -0.008052  0.120065  0.092171  0.010701  0.068848 -0.028216  0.067347  0.024270  0.090681  0.058557  0.054808  0.005492 -0.018842 -0.013851  0.086617  0.072001 -0.006046  0.056860 -0.038186  0.037291 -0.001201  0.040595  0.033104  0.237342  0.213582  0.166886  0.245157  0.143553  0.078807  0.183892  0.093861  0.066909  0.174386  0.195055  0.128292  0.190766  0.201148  0.004999  0.079124  0.067131  0.076991 -0.009080  0.000656  0.086858  0.015341  0.025259  0.066625  0.028549  0.023390  0.038592  0.078330  0.747069  0.286038  0.068216
13  0.427843  0.381335  0.451444  0.388112  0.371985  0.365998  0.368750  0.410727  0.412753  0.431519  0.415380  0.440060  0.487027  1.000000  0.039112  0.001001 -0.001533 -0.005293  0.104669  0.033198  0.010989  0.051475 -0.031782  0.016701 -0.025085  0.058253  0.042542  0.027828 -0.004329 -0.024817 -0.010451  0.073588  0.017380 -0.004223  0.039419 -0.040391 -0.005941 -0.049918  0.023981  0.030162  0.188120  0.219123  0.192617  0.225553  0.207834  0.115525  0.213657  0.139890  0.145342  0.204341  0.187202  0.190373  0.151203  0.431574  0.023936  0.113040  0.109307  0.106483  0.058199  0.078603  0.128778  0.063367  0.074136  0.115365  0.066639  0.046159  0.044696  0.184032  0.645218  0.349965  0.136074
14  0.068400  0.108428  0.073073  0.073218  0.005421  0.091892  0.032542  0.022090  0.070903  0.023558 -0.011856  0.077414  0.069718  0.039112  1.000000  0.037473  0.124226  0.144419  0.120052  0.229232  0.067352  0.105692  0.102696  0.146092  0.171118  0.102120  0.248097  0.999650  0.035952  0.120285  0.143496  0.120358  0.226020  0.066014  0.105207  0.101225  0.144715  0.170165  0.096782  0.246608  0.027198  0.000904 -0.022649 -0.002540 -0.017331 -0.017080  0.007189 -0.015882 -0.015450 -0.012376 -0.017160  0.001872 -0.011181 -0.037418 -0.042664 -0.033912 -0.055352 -0.035388 -0.042026 -0.032212 -0.044414  0.010271 -0.029259 -0.047511 -0.026761 -0.015241 -0.034005 -0.046108  0.073646 -0.017396 -0.053924
15  0.003859 -0.002507 -0.019839  0.017798  0.025185  0.038034 -0.007634 -0.018918  0.018072 -0.002753 -0.015023  0.003230  0.012049  0.001001  0.037473  1.000000  0.078468  0.047542  0.066002  0.089339  0.033482  0.031746  0.083362  0.066790  0.077089  0.032859  0.046157  0.037425  0.999902  0.079383  0.047322  0.064275  0.087991  0.033800  0.032356  0.082992  0.066869  0.077244  0.032852  0.045904  0.017277  0.013120  0.018465 -0.013745 -0.003500  0.101667  0.013486  0.021356  0.042877 -0.003016 -0.010053  0.002698  0.008371  0.011409  0.026645  0.018392  0.013166  0.004510  0.040143  0.089220  0.022042  0.094058  0.072528  0.010040  0.015858  0.028354  0.034143  0.001713  0.004488  0.023621  0.042245
16  0.021963  0.056854 -0.001030  0.044030 -0.008201  0.081380 -0.032562 -0.053974  0.027017 -0.030157 -0.074200  0.010699  0.010545 -0.001533  0.124226  0.078468  1.000000  0.051381  0.165166  0.159630  0.073011  0.066055  0.157613  0.191584  0.248067  0.116741  0.101184  0.123826  0.077663  0.998669  0.050814  0.166924  0.156637  0.074360  0.067756  0.157061  0.192979  0.250128  0.116776  0.101033 -0.034151 -0.064718 -0.038785 -0.078033 -0.094501 -0.085309 -0.064129 -0.006105 -0.052257 -0.074923 -0.034225 -0.030137 -0.077829 -0.060807 -0.055376 -0.112741 -0.096567 -0.102146 -0.063604 -0.048309 -0.113021 -0.030633 -0.013765 -0.117311 -0.068162  0.000706 -0.106800 -0.095484  0.002618 -0.098491 -0.117539
17 -0.005265 -0.003651 -0.013450  0.032938  0.021552  0.008888  0.000554  0.033754  0.012224 -0.012774 -0.003276  0.001463 -0.008052 -0.005293  0.144419  0.047542  0.051381  1.000000  0.070640  0.169361  0.249066  0.059426  0.107863  0.093166  0.105001  0.189115  0.147069  0.144770  0.047586  0.052003  0.999912  0.069253  0.169557  0.249062  0.058523  0.107615  0.093745  0.104175  0.190423  0.147446  0.020550  0.030515 -0.003201  0.009921  0.022114  0.036766  0.032885  0.054712  0.044368  0.026068  0.035400  0.045985  0.008671 -0.017831  0.019413  0.037702  0.043059  0.047972  0.020637  0.037366  0.043310  0.033609  0.043799  0.021131  0.043700  0.027872 -0.002490  0.012354  0.005220  0.039313  0.044641
18  0.169530  0.100381  0.146156  0.144791  0.117241  0.162136  0.054851  0.064357  0.112458  0.112069  0.094659  0.147738  0.120065  0.104669  0.120052  0.066002  0.165166  0.070640  1.000000  0.181765  0.116752  0.092295  0.119575  0.123767  0.151938  0.131779  0.042213  0.115733  0.064590  0.157398  0.068741  0.996401  0.175332  0.114498  0.090540  0.117238  0.117770  0.144742  0.121118  0.039198  0.038631  0.042829  0.008052  0.033067  0.002121  0.005742  0.004625  0.016790 -0.004326 -0.000635  0.034455  0.045182 -0.014133 -0.004784  0.005046 -0.007889 -0.042407 -0.046153 -0.034944 -0.006460 -0.051719  0.013487  0.004854 -0.067262 -0.005897  0.007250 -0.022948 -0.016049  0.166915  0.024523 -0.034397
19  0.111971  0.105098  0.079995  0.079288  0.058218  0.100614  0.017791  0.030681  0.106106  0.048635  0.006478  0.154515  0.092171  0.033198  0.229232  0.089339  0.159630  0.169361  0.181765  1.000000  0.163481  0.126141  0.161517  0.202233  0.259173  0.236476  0.267414  0.226599  0.087858  0.155283  0.168367  0.177960  0.999062  0.162759  0.125435  0.159316  0.199486  0.256255  0.226068  0.265374  0.030117 -0.001829 -0.057635 -0.050119 -0.058341 -0.002770 -0.023114 -0.025166  0.004104 -0.014196 -0.010879  0.000226  0.006478 -0.052747 -0.020935 -0.047164 -0.061134 -0.045927 -0.055462 -0.027028 -0.065990 -0.004914 -0.037586 -0.055598 -0.040294 -0.011859 -0.042592 -0.073416  0.102756 -0.035865 -0.067589
